FileId,Accepted,QCNotes
E-AFMX-9_1,N,Corrupt/Missing CEL
E-AFMX-9_2,N,Corrupt/Missing CEL
E-AFMX-9_208,N,Corrupt/Missing CEL
E-AFMX-9_209,N,Corrupt/Missing CEL
E-AFMX-9_210,N,Corrupt/Missing CEL
E-AFMX-9_214,N,Corrupt/Missing CEL
E-AFMX-9_215,N,Corrupt/Missing CEL
E-AFMX-9_216,N,Corrupt/Missing CEL
E-AFMX-9_226,N,Corrupt/Missing CEL
E-AFMX-9_227,N,Corrupt/Missing CEL
E-AFMX-9_228,N,Corrupt/Missing CEL
E-AFMX-9_3,N,Corrupt/Missing CEL
E-ATMX-24_1,Y,NA
E-ATMX-24_10,Y,NA
E-ATMX-24_11,N,Automatic QC Rejection
E-ATMX-24_12,Y,NA
E-ATMX-24_13,Y,NA
E-ATMX-24_14,N,Automatic QC Rejection
E-ATMX-24_15,Y,NA
E-ATMX-24_16,Y,NA
E-ATMX-24_17,Y,NA
E-ATMX-24_18,Y,NA
E-ATMX-24_2,Y,NA
E-ATMX-24_3,Y,NA
E-ATMX-24_4,Y,NA
E-ATMX-24_5,Y,NA
E-ATMX-24_6,Y,NA
E-ATMX-24_7,Y,NA
E-ATMX-24_8,Y,NA
E-ATMX-24_9,Y,NA
E-ATMX-28_1,Y,NA
E-ATMX-28_2,Y,NA
E-ATMX-28_3,Y,NA
E-ATMX-28_4,Y,NA
E-ATMX-31_7,Y,NA
E-ATMX-31_8,Y,NA
E-ATMX-31_9,Y,NA
E-MEXP-1100_1,Y,NA
E-MEXP-1100_2,Y,NA
E-MEXP-1100_3,Y,NA
E-MEXP-1100_4,Y,NA
E-MEXP-1100_5,Y,NA
E-MEXP-1100_6,Y,NA
E-MEXP-1329_1,Y,NA
E-MEXP-1329_2,Y,NA
E-MEXP-1329_3,Y,NA
E-MEXP-1329_4,Y,NA
E-MEXP-1329_5,Y,NA
E-MEXP-1329_6,Y,NA
E-MEXP-1329_7,Y,NA
E-MEXP-1329_8,Y,NA
E-MEXP-148_1,N,Corrupt/Missing CEL
E-MEXP-148_10,N,Corrupt/Missing CEL
E-MEXP-148_11,N,Manual Rejection
E-MEXP-148_12,N,Manual Rejection
E-MEXP-148_2,N,Manual Rejection
E-MEXP-148_3,N,Manual Rejection
E-MEXP-148_4,N,Corrupt/Missing CEL
E-MEXP-148_5,N,Manual Rejection
E-MEXP-148_6,N,Manual Rejection
E-MEXP-148_7,N,Manual Rejection
E-MEXP-148_8,N,Corrupt/Missing CEL
E-MEXP-148_9,N,Corrupt/Missing CEL
E-MEXP-1573_1,Y,NA
E-MEXP-1573_2,Y,NA
E-MEXP-1573_3,Y,NA
E-MEXP-1573_4,Y,NA
E-MEXP-1573_5,Y,NA
E-MEXP-1573_6,Y,NA
E-MEXP-1573_7,Y,NA
E-MEXP-1573_8,Y,NA
E-MEXP-1592_1,Y,NA
E-MEXP-1592_10,Y,NA
E-MEXP-1592_11,Y,NA
E-MEXP-1592_12,Y,NA
E-MEXP-1592_2,Y,NA
E-MEXP-1592_3,Y,NA
E-MEXP-1592_4,Y,NA
E-MEXP-1592_5,Y,NA
E-MEXP-1592_6,Y,NA
E-MEXP-1592_7,Y,NA
E-MEXP-1592_8,Y,NA
E-MEXP-1592_9,Y,NA
E-MEXP-1743_1,Y,NA
E-MEXP-1743_2,Y,NA
E-MEXP-1743_3,Y,NA
E-MEXP-1743_4,Y,NA
E-MEXP-1743_5,Y,NA
E-MEXP-1743_6,Y,NA
