FileId,Accepted,QCNotes
E-AFMX-9_181,N,Corrupt/Missing CEL
E-AFMX-9_182,N,Corrupt/Missing CEL
E-AFMX-9_183,N,Corrupt/Missing CEL
E-AFMX-9_211,N,Corrupt/Missing CEL
E-AFMX-9_212,N,Corrupt/Missing CEL
E-AFMX-9_213,N,Corrupt/Missing CEL
E-AFMX-9_4,N,Corrupt/Missing CEL
E-AFMX-9_5,N,Corrupt/Missing CEL
E-AFMX-9_6,N,Corrupt/Missing CEL
E-AFMX-9_85,N,Corrupt/Missing CEL
E-AFMX-9_86,N,Corrupt/Missing CEL
E-AFMX-9_87,N,Corrupt/Missing CEL
E-AFMX-9_88,N,Corrupt/Missing CEL
E-AFMX-9_89,N,Corrupt/Missing CEL
E-AFMX-9_90,N,Corrupt/Missing CEL
E-AFMX-9_91,N,Corrupt/Missing CEL
E-AFMX-9_92,N,Corrupt/Missing CEL
E-AFMX-9_93,N,Corrupt/Missing CEL
E-AFMX-9_94,N,Corrupt/Missing CEL
E-AFMX-9_95,N,Corrupt/Missing CEL
E-AFMX-9_96,N,Corrupt/Missing CEL
E-AFMX-9_97,N,Corrupt/Missing CEL
E-AFMX-9_98,N,Corrupt/Missing CEL
E-AFMX-9_99,N,Corrupt/Missing CEL
E-ATMX-19_1,Y,NA
E-ATMX-19_2,Y,NA
E-ATMX-19_3,Y,NA
E-ATMX-19_4,Y,NA
E-ATMX-19_5,Y,Manual Acceptance
E-ATMX-19_6,Y,NA
E-ATMX-19_7,Y,NA
E-ATMX-19_8,Y,NA
E-ATMX-19_9,Y,NA
E-ATMX-20_1,Y,NA
E-ATMX-20_2,Y,NA
E-ATMX-20_3,Y,NA
E-ATMX-20_4,Y,NA
E-ATMX-20_5,Y,NA
E-ATMX-20_6,Y,NA
E-ATMX-33_1,N,Manual Rejection
E-ATMX-33_10,N,Manual Rejection
E-ATMX-33_11,Y,NA
E-ATMX-33_12,Y,NA
E-ATMX-33_2,Y,NA
E-ATMX-33_3,N,Automatic QC Rejection
E-ATMX-33_4,N,Automatic QC Rejection
E-ATMX-33_5,Y,NA
E-ATMX-33_6,N,Automatic QC Rejection
E-ATMX-33_7,Y,NA
E-ATMX-33_8,Y,NA
E-ATMX-33_9,Y,NA
E-ATMX-34_1,Y,NA
E-ATMX-34_2,N,Manual Rejection
E-ATMX-34_3,N,Manual Rejection
E-ATMX-34_4,Y,NA
E-ATMX-34_5,N,Automatic QC Rejection
E-ATMX-34_6,Y,NA
E-ATMX-6_1,Y,NA
E-ATMX-6_2,Y,NA
E-ATMX-6_3,Y,NA
E-ATMX-6_4,Y,NA
E-ATMX-6_5,Y,NA
E-ATMX-6_6,Y,NA
E-ATMX-6_7,N,Manual Rejection
E-ATMX-6_8,Y,NA
E-ATMX-6_9,Y,NA
E-ATMX-7_1,Y,NA
E-ATMX-7_2,Y,NA
E-ATMX-7_3,Y,NA
E-ATMX-7_4,Y,NA
E-ATMX-7_5,Y,NA
E-ATMX-7_6,Y,NA
E-MEXP-1094_1,Y,NA
E-MEXP-1094_10,Y,NA
E-MEXP-1094_11,N,Manual Rejection
E-MEXP-1094_12,Y,NA
E-MEXP-1094_2,Y,NA
E-MEXP-1094_3,Y,NA
E-MEXP-1094_4,Y,NA
E-MEXP-1094_5,Y,NA
E-MEXP-1094_6,Y,NA
E-MEXP-1094_7,Y,NA
E-MEXP-1094_8,Y,NA
E-MEXP-1094_9,Y,NA
E-MEXP-1218_1,Y,NA
E-MEXP-1218_10,Y,NA
E-MEXP-1218_11,Y,NA
E-MEXP-1218_12,N,Automatic QC Rejection
E-MEXP-1218_2,Y,NA
E-MEXP-1218_3,Y,NA
E-MEXP-1218_4,Y,NA
E-MEXP-1218_5,N,Automatic QC Rejection
E-MEXP-1218_6,Y,NA
E-MEXP-1218_7,Y,NA
E-MEXP-1218_8,N,Automatic QC Rejection
E-MEXP-1218_9,N,Automatic QC Rejection
E-MEXP-1345_1,Y,NA
E-MEXP-1345_2,Y,NA
E-MEXP-1345_3,Y,NA
E-MEXP-1345_4,Y,NA
E-MEXP-1345_5,Y,NA
E-MEXP-1345_6,Y,NA
E-MEXP-1443_1,Y,NA
E-MEXP-1443_2,Y,NA
E-MEXP-1443_3,Y,NA
E-MEXP-1443_4,Y,Manual Acceptance
E-MEXP-1443_5,Y,NA
E-MEXP-1443_6,Y,NA
E-MEXP-1443_7,Y,NA
E-MEXP-1443_8,Y,NA
E-MEXP-1454_1,Y,NA
E-MEXP-1454_10,Y,Manual Acceptance
E-MEXP-1454_11,Y,Manual Acceptance
E-MEXP-1454_12,Y,Manual Acceptance
E-MEXP-1454_13,Y,Manual Acceptance
E-MEXP-1454_14,Y,NA
E-MEXP-1454_15,Y,NA
E-MEXP-1454_16,Y,Manual Acceptance
E-MEXP-1454_17,Y,Manual Acceptance
E-MEXP-1454_18,Y,Manual Acceptance
E-MEXP-1454_19,Y,Manual Acceptance
E-MEXP-1454_2,Y,NA
E-MEXP-1454_3,Y,Manual Acceptance
E-MEXP-1454_4,Y,Manual Acceptance
E-MEXP-1454_5,Y,NA
E-MEXP-1454_6,Y,NA
E-MEXP-1454_7,Y,Manual Acceptance
E-MEXP-1454_8,Y,NA
E-MEXP-1454_9,Y,NA
E-MEXP-1495_1,Y,NA
E-MEXP-1495_10,Y,NA
E-MEXP-1495_11,Y,NA
E-MEXP-1495_12,Y,NA
E-MEXP-1495_2,Y,NA
E-MEXP-1495_3,Y,NA
E-MEXP-1495_4,Y,NA
E-MEXP-1495_5,Y,NA
E-MEXP-1495_6,Y,NA
E-MEXP-1495_7,Y,NA
E-MEXP-1495_8,Y,NA
E-MEXP-1495_9,Y,NA
E-MEXP-1725_1,Y,NA
E-MEXP-1725_2,Y,NA
E-MEXP-1725_3,Y,NA
E-MEXP-1725_4,Y,NA
E-MEXP-1725_5,Y,NA
E-MEXP-1725_6,Y,NA
E-MEXP-1725_7,Y,NA
E-MEXP-1725_8,Y,NA
E-MEXP-173_1,Y,NA
E-MEXP-173_2,Y,NA
E-MEXP-173_3,Y,NA
E-MEXP-173_4,Y,NA
E-MEXP-173_5,N,Manual Rejection
E-MEXP-173_6,N,Manual Rejection
E-MEXP-173_7,Y,NA
E-MEXP-173_8,Y,NA
E-MEXP-173_9,Y,NA
E-MEXP-174_1,Y,NA
E-MEXP-174_10,Y,NA
E-MEXP-174_11,Y,NA
E-MEXP-174_12,Y,NA
E-MEXP-174_2,Y,NA
E-MEXP-174_3,Y,NA
E-MEXP-174_4,Y,NA
E-MEXP-174_5,Y,NA
E-MEXP-174_6,Y,NA
E-MEXP-174_7,Y,NA
E-MEXP-174_8,N,Manual Rejection
E-MEXP-174_9,Y,NA
E-MEXP-1799_1,Y,NA
E-MEXP-1799_10,Y,NA
E-MEXP-1799_11,Y,NA
E-MEXP-1799_12,Y,NA
E-MEXP-1799_2,Y,NA
E-MEXP-1799_3,Y,NA
E-MEXP-1799_4,Y,NA
E-MEXP-1799_5,Y,NA
E-MEXP-1799_6,Y,NA
E-MEXP-1799_7,Y,NA
E-MEXP-1799_8,Y,NA
E-MEXP-1799_9,Y,NA
E-MEXP-1863_1,Y,NA
E-MEXP-1863_10,Y,NA
E-MEXP-1863_11,Y,NA
E-MEXP-1863_12,Y,NA
E-MEXP-1863_13,N,Manual Rejection
E-MEXP-1863_14,Y,NA
E-MEXP-1863_15,Y,NA
E-MEXP-1863_16,Y,NA
E-MEXP-1863_17,Y,NA
E-MEXP-1863_18,Y,NA
E-MEXP-1863_19,Y,NA
E-MEXP-1863_2,Y,NA
E-MEXP-1863_3,Y,NA
E-MEXP-1863_4,Y,NA
E-MEXP-1863_5,Y,NA
E-MEXP-1863_6,Y,NA
E-MEXP-1863_7,Y,NA
E-MEXP-1863_8,Y,NA
E-MEXP-1863_9,Y,NA
E-MEXP-1934_1,Y,NA
E-MEXP-1934_10,Y,NA
E-MEXP-1934_11,Y,NA
E-MEXP-1934_12,Y,NA
E-MEXP-1934_13,Y,NA
E-MEXP-1934_14,Y,NA
E-MEXP-1934_15,Y,NA
E-MEXP-1934_16,Y,NA
E-MEXP-1934_17,Y,NA
E-MEXP-1934_18,Y,NA
E-MEXP-1934_2,N,Automatic QC Rejection
E-MEXP-1934_3,Y,NA
E-MEXP-1934_4,Y,NA
E-MEXP-1934_5,Y,NA
E-MEXP-1934_6,Y,NA
E-MEXP-1934_7,Y,NA
E-MEXP-1934_8,Y,NA
E-MEXP-1934_9,Y,NA
E-MEXP-1967_1,Y,NA
E-MEXP-1967_2,Y,NA
E-MEXP-1967_3,Y,NA
E-MEXP-1967_4,Y,NA
E-MEXP-1967_5,Y,NA
E-MEXP-1967_6,N,Manual Rejection
E-MEXP-2008_1,Y,NA
