FileId,Accepted,QCNotes
E-AFMX-9_166,N,Corrupt/Missing CEL
E-AFMX-9_167,N,Corrupt/Missing CEL
E-AFMX-9_168,N,Corrupt/Missing CEL
E-AFMX-9_169,N,Corrupt/Missing CEL
E-AFMX-9_170,N,Corrupt/Missing CEL
E-AFMX-9_171,N,Corrupt/Missing CEL
E-AFMX-9_172,N,Corrupt/Missing CEL
E-AFMX-9_173,N,Corrupt/Missing CEL
E-AFMX-9_174,N,Corrupt/Missing CEL
E-AFMX-9_175,N,Corrupt/Missing CEL
E-AFMX-9_176,N,Corrupt/Missing CEL
E-AFMX-9_177,N,Corrupt/Missing CEL
E-AFMX-9_178,N,Corrupt/Missing CEL
E-AFMX-9_179,N,Corrupt/Missing CEL
E-AFMX-9_180,N,Corrupt/Missing CEL
E-AFMX-9_217,N,Corrupt/Missing CEL
E-AFMX-9_218,N,Corrupt/Missing CEL
E-AFMX-9_219,N,Corrupt/Missing CEL
E-AFMX-9_220,N,Corrupt/Missing CEL
E-AFMX-9_221,N,Corrupt/Missing CEL
E-AFMX-9_222,N,Corrupt/Missing CEL
E-AFMX-9_223,N,Corrupt/Missing CEL
E-AFMX-9_224,N,Corrupt/Missing CEL
E-AFMX-9_225,N,Corrupt/Missing CEL
E-ATMX-1_1,Y,NA
E-ATMX-1_2,Y,NA
E-ATMX-1_3,Y,NA
E-ATMX-1_4,Y,NA
E-MEXP-2316_1,Y,NA
E-MEXP-2316_10,Y,NA
E-MEXP-2316_11,Y,NA
E-MEXP-2316_12,Y,NA
E-MEXP-2316_2,Y,NA
E-MEXP-2316_3,Y,NA
E-MEXP-2316_4,Y,NA
E-MEXP-2316_5,Y,NA
E-MEXP-2316_6,Y,NA
E-MEXP-2316_7,Y,NA
E-MEXP-2316_8,Y,NA
E-MEXP-2316_9,Y,NA
E-MEXP-3181_1,Y,NA
E-MEXP-3181_2,Y,NA
E-MEXP-3181_3,N,Manual Rejection
E-MEXP-3181_4,Y,NA
E-MEXP-3181_5,Y,NA
E-MEXP-3181_6,Y,NA
E-MEXP-695_5,Y,NA
E-MEXP-695_6,Y,NA
E-MEXP-849_16,Y,NA
E-MEXP-849_17,Y,NA
E-MEXP-849_18,Y,NA
E-MEXP-849_25,Y,NA
E-MEXP-849_26,Y,NA
E-MEXP-849_27,Y,NA
E-MEXP-849_7,Y,NA
E-MEXP-849_8,Y,NA
E-MEXP-849_9,Y,NA
E-MTAB-3659_1,Y,NA
E-MTAB-3659_2,Y,NA
E-MTAB-3659_3,Y,NA
E-MTAB-3659_4,Y,NA
E-MTAB-3659_5,Y,NA
E-MTAB-3659_6,Y,NA
E-MTAB-4782_1,Y,NA
E-MTAB-4782_10,Y,NA
E-MTAB-4782_11,Y,NA
E-MTAB-4782_12,Y,NA
E-MTAB-4782_13,Y,NA
E-MTAB-4782_14,Y,NA
E-MTAB-4782_15,Y,NA
E-MTAB-4782_16,Y,NA
E-MTAB-4782_17,Y,NA
E-MTAB-4782_18,Y,NA
E-MTAB-4782_19,Y,NA
E-MTAB-4782_2,Y,NA
E-MTAB-4782_20,Y,NA
E-MTAB-4782_21,Y,NA
E-MTAB-4782_22,Y,NA
E-MTAB-4782_23,Y,NA
E-MTAB-4782_24,Y,NA
E-MTAB-4782_3,Y,NA
E-MTAB-4782_4,Y,NA
E-MTAB-4782_5,Y,NA
E-MTAB-4782_6,Y,NA
E-MTAB-4782_7,Y,NA
E-MTAB-4782_8,Y,NA
E-MTAB-4782_9,Y,NA
E-MTAB-6135_1,Y,NA
E-MTAB-6135_10,Y,NA
E-MTAB-6135_11,Y,NA
E-MTAB-6135_12,Y,NA
E-MTAB-6135_2,Y,Manual Acceptance
E-MTAB-6135_3,N,Automatic QC Rejection
E-MTAB-6135_4,N,Automatic QC Rejection
E-MTAB-6135_5,N,Automatic QC Rejection
E-MTAB-6135_6,Y,NA
E-MTAB-6135_7,Y,NA
E-MTAB-6135_8,N,Automatic QC Rejection
E-MTAB-6135_9,Y,NA
E-TABM-1007_1,Y,NA
E-TABM-1007_2,Y,NA
E-TABM-1007_3,Y,NA
E-TABM-1007_4,Y,NA
E-TABM-1007_5,Y,NA
E-TABM-1007_6,Y,NA
E-TABM-17_178,Y,NA
E-TABM-17_179,Y,NA
E-TABM-17_180,Y,NA
E-TABM-17_181,Y,NA
E-TABM-17_182,Y,NA
E-TABM-17_183,Y,NA
E-TABM-17_184,Y,Manual Acceptance
E-TABM-17_185,Y,Manual Acceptance
E-TABM-17_186,Y,NA
E-TABM-17_187,Y,NA
E-TABM-17_188,Y,NA
E-TABM-17_189,Y,Manual Acceptance
E-TABM-17_190,Y,NA
E-TABM-17_191,Y,NA
E-TABM-17_192,Y,NA
E-TABM-17_193,Y,NA
E-TABM-17_194,Y,NA
E-TABM-17_195,Y,NA
E-TABM-17_196,Y,NA
E-TABM-17_197,Y,NA
E-TABM-17_198,Y,NA
E-TABM-17_199,Y,NA
E-TABM-17_200,Y,NA
E-TABM-17_201,Y,NA
GSE1051_GSM10445,N,Duplicate Sample
GSE1051_GSM10446,N,Duplicate Sample
GSE1051_GSM10451,N,Duplicate Sample
GSE1051_GSM10453,N,Duplicate Sample
GSE1051_GSM10454,N,Duplicate Sample
GSE1051_GSM10456,N,Duplicate Sample
GSE1051_GSM10477,Y,NA
GSE1051_GSM10478,Y,NA
GSE1051_GSM10481,Y,NA
GSE1051_GSM10482,Y,NA
GSE1051_GSM10483,Y,NA
GSE1051_GSM10484,Y,NA
GSE1051_GSM147965,Y,NA
GSE1051_GSM147966,Y,NA
GSE11262_GSM284384,Y,NA
GSE11262_GSM284385,Y,NA
GSE11262_GSM284386,Y,NA
GSE11262_GSM284387,Y,NA
GSE11262_GSM284388,Y,Manual Acceptance
GSE11262_GSM284389,Y,NA
GSE11262_GSM284390,Y,NA
GSE11262_GSM284391,Y,NA
GSE11262_GSM284392,Y,Manual Acceptance
GSE11262_GSM284393,Y,Manual Acceptance
GSE11262_GSM284394,Y,NA
GSE11262_GSM284395,Y,NA
GSE11262_GSM284396,Y,NA
GSE11262_GSM284397,Y,NA
GSE11262_GSM284398,Y,NA
GSE11262_GSM499416,Y,NA
GSE11262_GSM499417,Y,NA
GSE11852_GSM299321,Y,NA
GSE11852_GSM299322,Y,NA
GSE11852_GSM299323,Y,NA
GSE11852_GSM299324,Y,NA
GSE11852_GSM299325,Y,NA
GSE11852_GSM299326,Y,NA
GSE11852_GSM299327,Y,NA
GSE11852_GSM299328,Y,NA
GSE11852_GSM299329,Y,NA
GSE11852_GSM299330,Y,NA
GSE11852_GSM299331,Y,NA
GSE11852_GSM299332,Y,NA
GSE11852_GSM299333,Y,NA
GSE11852_GSM299334,Y,NA
GSE11852_GSM299335,Y,NA
GSE11852_GSM299336,Y,NA
GSE11852_GSM299337,Y,NA
GSE11852_GSM299338,Y,NA
GSE11852_GSM299339,Y,NA
GSE11852_GSM299340,Y,NA
GSE11852_GSM299341,Y,NA
GSE11852_GSM299408,Y,NA
GSE11852_GSM299409,Y,NA
GSE11852_GSM299410,Y,NA
GSE12402_GSM311273,Y,NA
GSE12402_GSM311274,Y,NA
GSE12402_GSM311275,Y,NA
GSE12402_GSM311276,Y,NA
GSE12402_GSM311277,Y,NA
GSE12402_GSM311278,Y,NA
GSE12402_GSM311279,Y,NA
GSE12402_GSM311280,Y,NA
GSE12402_GSM311281,Y,NA
GSE12402_GSM311282,Y,NA
GSE12402_GSM311283,Y,NA
GSE12402_GSM311284,Y,NA
GSE12402_GSM311285,Y,NA
GSE12402_GSM311286,Y,NA
GSE12403_GSM311287,Y,NA
GSE12403_GSM311288,Y,NA
GSE12403_GSM311289,Y,NA
GSE12403_GSM311290,Y,NA
GSE12403_GSM311291,Y,NA
GSE12403_GSM311292,Y,NA
GSE12403_GSM311293,Y,NA
GSE12403_GSM311294,Y,NA
GSE12403_GSM311295,Y,NA
GSE12403_GSM311296,Y,NA
GSE12403_GSM499418,Y,NA
GSE12403_GSM499419,Y,NA
GSE12403_GSM499420,Y,NA
GSE12403_GSM499421,Y,NA
GSE12404_GSM284384,N,Duplicate Sample
GSE12404_GSM284385,N,Duplicate Sample
GSE12404_GSM284386,N,Duplicate Sample
GSE12404_GSM284387,N,Duplicate Sample
GSE12404_GSM284388,N,Duplicate Sample
GSE12404_GSM284389,N,Duplicate Sample
GSE12404_GSM284390,N,Duplicate Sample
GSE12404_GSM284391,N,Duplicate Sample
GSE12404_GSM284392,N,Duplicate Sample
GSE12404_GSM284393,N,Duplicate Sample
GSE12404_GSM284394,N,Duplicate Sample
GSE12404_GSM284395,N,Duplicate Sample
GSE12404_GSM284396,N,Duplicate Sample
GSE12404_GSM284397,N,Duplicate Sample
GSE12404_GSM284398,N,Duplicate Sample
GSE12404_GSM311273,N,Duplicate Sample
GSE12404_GSM311274,N,Duplicate Sample
GSE12404_GSM311275,N,Duplicate Sample
GSE12404_GSM311276,N,Duplicate Sample
GSE12404_GSM311277,N,Duplicate Sample
GSE12404_GSM311278,N,Duplicate Sample
GSE12404_GSM311279,N,Duplicate Sample
GSE12404_GSM311280,N,Duplicate Sample
GSE12404_GSM311281,N,Duplicate Sample
GSE12404_GSM311282,N,Duplicate Sample
GSE12404_GSM311283,N,Duplicate Sample
GSE12404_GSM311284,N,Duplicate Sample
GSE12404_GSM311285,N,Duplicate Sample
GSE12404_GSM311286,N,Duplicate Sample
GSE12404_GSM311287,N,Duplicate Sample
GSE12404_GSM311288,N,Duplicate Sample
